Transaction_ID,Date,Time,Item_Name,Category,Quantity,Unit_Price,Unit_Cost,Discount_Applied,Total_Amount
15248,2023-01-05,10:00:00,Chilli Baby Corn (dry),Starter,2,160,50,0.0,320.0
18078,2023-01-05,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18078,2023-01-05,10:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
10906,2023-01-05,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
10906,2023-01-05,12:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
17113,2023-01-05,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
17113,2023-01-05,12:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
18615,2023-01-05,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18615,2023-01-05,12:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
20181,2023-01-05,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
20181,2023-01-05,13:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
13562,2023-01-05,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13562,2023-01-05,17:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
17132,2023-01-05,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
17132,2023-01-05,17:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
20498,2023-01-05,19:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
20498,2023-01-05,19:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
16934,2023-01-05,20:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
14359,2023-01-05,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
14359,2023-01-05,22:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
20149,2023-01-06,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
20149,2023-01-06,02:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
19094,2023-01-06,03:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
19094,2023-01-06,03:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
12095,2023-01-06,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
12095,2023-01-06,05:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
17495,2023-01-06,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
17495,2023-01-06,05:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
17843,2023-01-06,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
17843,2023-01-06,10:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
20050,2023-01-06,15:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
20050,2023-01-06,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
20054,2023-01-06,15:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
15614,2023-01-06,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
15614,2023-01-06,17:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
19555,2023-01-06,18:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,36.0,288.0
19555,2023-01-06,18:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,17.0,459.0
11184,2023-01-06,20:00:00,Chilli Baby Corn (dry),Starter,2,160,50,32.0,256.0
11184,2023-01-06,20:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
11184,2023-01-06,20:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
18491,2023-01-06,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18491,2023-01-06,21:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
13272,2023-01-07,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13272,2023-01-07,00:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
17151,2023-01-07,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
17151,2023-01-07,02:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
15982,2023-01-07,03:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
17251,2023-01-07,04:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
17251,2023-01-07,04:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
17251,2023-01-07,04:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
20103,2023-01-07,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
20103,2023-01-07,05:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
19308,2023-01-07,06:00:00,Chilli Baby Corn (dry),Starter,3,160,50,16.0,432.0
19308,2023-01-07,06:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
10542,2023-01-07,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
10542,2023-01-07,08:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
17493,2023-01-07,08:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
17493,2023-01-07,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
15238,2023-01-07,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
15238,2023-01-07,12:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
15238,2023-01-07,12:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
18161,2023-01-07,12:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
17728,2023-01-07,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17728,2023-01-07,14:00:00,Cold Coffee,Cold Beverages,1,90,25,9.0,81.0
13971,2023-01-07,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13971,2023-01-07,15:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
14519,2023-01-07,16:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
19386,2023-01-07,16:00:00,Chilli Baby Corn (dry),Starter,2,160,50,0.0,320.0
11538,2023-01-07,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11538,2023-01-07,20:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
21389,2023-01-07,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
21389,2023-01-07,20:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
14900,2023-01-07,22:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
14900,2023-01-07,22:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
20815,2023-01-08,03:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
20815,2023-01-08,03:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
12354,2023-01-08,05:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,36.0,288.0
12354,2023-01-08,05:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
11366,2023-01-08,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11366,2023-01-08,06:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
13319,2023-01-08,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
13319,2023-01-08,06:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
17232,2023-01-08,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
17232,2023-01-08,12:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
13429,2023-01-08,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
13429,2023-01-08,14:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
15047,2023-01-08,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
15047,2023-01-08,14:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
11760,2023-01-08,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11760,2023-01-08,15:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
11776,2023-01-08,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11776,2023-01-08,15:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
10601,2023-01-08,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
10601,2023-01-08,16:00:00,Cold Coffee,Cold Beverages,2,90,25,18.0,144.0
15785,2023-01-08,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
15785,2023-01-08,16:00:00,Virgin Mojito,Mocktails,3,110,30,22.0,264.0
13592,2023-01-08,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
13592,2023-01-08,19:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
15265,2023-01-08,19:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
19052,2023-01-08,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
19052,2023-01-08,19:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
10813,2023-01-08,20:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
10813,2023-01-08,20:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
18049,2023-01-08,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
18049,2023-01-08,20:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
18403,2023-01-08,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18403,2023-01-08,20:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
16468,2023-01-08,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
16468,2023-01-08,22:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
17075,2023-01-08,22:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
17075,2023-01-08,22:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
17075,2023-01-08,22:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
18489,2023-01-08,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18489,2023-01-08,22:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
11106,2023-01-08,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
11106,2023-01-08,23:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
13516,2023-01-09,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
13516,2023-01-09,02:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
16446,2023-01-09,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
16446,2023-01-09,03:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
18190,2023-01-09,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18190,2023-01-09,03:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
12832,2023-01-09,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
12832,2023-01-09,08:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
13081,2023-01-09,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13081,2023-01-09,08:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
17334,2023-01-09,08:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
17334,2023-01-09,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18829,2023-01-09,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
18829,2023-01-09,09:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
19927,2023-01-09,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
19927,2023-01-09,11:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
19927,2023-01-09,11:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
12777,2023-01-09,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
12777,2023-01-09,12:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
20321,2023-01-09,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
20321,2023-01-09,12:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
13043,2023-01-09,13:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
13043,2023-01-09,13:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
16607,2023-01-09,15:00:00,Chilli Baby Corn (dry),Starter,3,160,50,0.0,480.0
16607,2023-01-09,15:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
16607,2023-01-09,15:00:00,Cold Coffee,Cold Beverages,1,90,25,9.0,81.0
19731,2023-01-09,18:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
19731,2023-01-09,18:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,34.0,408.0
13885,2023-01-09,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13885,2023-01-09,19:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
10003,2023-01-09,20:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,18.0,162.0
10003,2023-01-09,20:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
12486,2023-01-09,21:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
